fork,url,commits_from_user_on_fork,returned,created_at,pushed_at,user
rndtrash/serenity,https://github.com/rndtrash/serenity,0,False,2020-02-11T20:12:39Z,2020-02-11T19:45:14Z,rndtrash
avining13/serenity,https://github.com/avining13/serenity,0,False,2019-06-24T03:30:25Z,2019-06-23T20:13:31Z,avining13
boricj/serenity,https://github.com/boricj/serenity,36,True,2019-10-14T17:45:14Z,2021-05-18T17:20:36Z,boricj
m1k3io/serenity,https://github.com/m1k3io/serenity,0,False,2020-08-01T14:31:53Z,2020-08-01T14:31:07Z,m1k3io
arthurpassos/serenity,https://github.com/arthurpassos/serenity,0,False,2021-02-23T21:54:34Z,2021-02-23T20:52:48Z,arthurpassos
finch185277/serenity,https://github.com/finch185277/serenity,0,False,2019-10-18T05:30:58Z,2019-10-18T05:34:05Z,finch185277
Diablofan/serenity,https://github.com/Diablofan/serenity,0,False,2021-02-14T18:07:38Z,2021-02-14T18:05:22Z,Diablofan
atillabyte/serenity,https://github.com/atillabyte/serenity,1,True,2020-01-20T22:33:01Z,2020-01-20T22:42:51Z,atillabyte
philberty/serenity,https://github.com/philberty/serenity,0,False,2019-12-12T11:02:14Z,2019-12-19T17:06:23Z,philberty
ismaelfaro/serenity,https://github.com/ismaelfaro/serenity,0,False,2019-10-11T06:37:10Z,2019-10-10T20:08:19Z,ismaelfaro
HBelusca/serenity,https://github.com/HBelusca/serenity,0,False,2019-10-11T11:47:33Z,2019-10-11T10:17:06Z,HBelusca
1Eye4all/serenity,https://github.com/1Eye4all/serenity,0,False,2020-05-29T06:26:59Z,2020-09-30T02:59:25Z,1Eye4all
TinyRetroWarehouse/serenity,https://github.com/TinyRetroWarehouse/serenity,0,False,2020-12-15T05:41:51Z,2020-12-14T22:38:10Z,TinyRetroWarehouse
satanson/serenity,https://github.com/satanson/serenity,0,False,2021-01-28T05:09:56Z,2021-01-28T04:27:54Z,satanson
pimvanriezen/serenity,https://github.com/pimvanriezen/serenity,0,False,2020-06-23T18:09:07Z,2020-06-26T15:39:13Z,pimvanriezen
Danten/serenity,https://github.com/Danten/serenity,0,False,2020-05-24T11:31:07Z,2020-05-24T11:55:09Z,Danten
MWGuy/serenity,https://github.com/MWGuy/serenity,3,True,2020-01-12T07:37:21Z,2020-01-26T13:57:15Z,MWGuy
wilfreddv/serenity,https://github.com/wilfreddv/serenity,3,False,2021-04-06T21:36:49Z,2021-04-22T14:47:25Z,wilfreddv
DmitriiTrifonov/serenity,https://github.com/DmitriiTrifonov/serenity,0,False,2021-04-08T11:32:00Z,2021-04-08T15:31:47Z,DmitriiTrifonov
im-a-nerd/serenity,https://github.com/im-a-nerd/serenity,0,False,2021-04-01T20:24:53Z,2021-04-01T20:14:39Z,im-a-nerd
